"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype","change"
"USP7",0.000792515545209852,-0.71503289630181,0.083,0.131,1,"USP7","boundaries_0","stable"
"NCF1",0.000801907795222457,0.508414641947628,0.203,0.142,1,"NCF1","boundaries_0","stable"
"CCND3",0.000805280518757519,-0.600068203388636,0.03,0.062,1,"CCND3","boundaries_0","stable"
"ELK4",0.000825321482246405,-0.654581603740946,0.074,0.12,1,"ELK4","boundaries_0","stable"
"IKZF3",0.000835543227670786,-0.686938465184726,0.117,0.173,1,"IKZF3","boundaries_0","stable"
"IL1R1",0.000849488854936182,-0.596379474256396,0.029,0.06,1,"IL1R1","boundaries_0","stable"
"CADM3",0.000861044226006425,-0.826034112119514,0.037,0.071,1,"CADM3","boundaries_0","stable"
"IQGAP1",0.000862257971088429,-0.634846610226817,0.071,0.117,1,"IQGAP1","boundaries_0","stable"
"TRAF1",0.000894809774174455,-1.07382414723682,0.035,0.068,1,"TRAF1","boundaries_0","stable"
"MAL",0.000896405910565715,-1.52040323069721,0.011,0.031,1,"MAL","boundaries_0","stable"
"NORAD",0.00089813444096469,-0.449596823535448,0.102,0.157,1,"NORAD","boundaries_0","stable"
"GPBP1L1",0.000913586978403532,-0.627882100253982,0.082,0.13,1,"GPBP1L1","boundaries_0","stable"
"TNFAIP8",0.000930850330980722,-0.617558588078871,0.129,0.186,1,"TNFAIP8","boundaries_0","stable"
"TSPAN3",0.000944117095633055,-0.614546043204614,0.062,0.104,1,"TSPAN3","boundaries_0","stable"
"TNFRSF1A",0.000952187821654071,-0.650841553341518,0.033,0.066,1,"TNFRSF1A","boundaries_0","stable"
"EP300",0.00096703188879116,-0.648313180881846,0.11,0.164,1,"EP300","boundaries_0","stable"
"TNPO3",0.000972036062335776,-0.479916574460649,0.054,0.095,1,"TNPO3","boundaries_0","stable"
"FCN1",0.000993727760484832,-1.80356381994253,0.003,0.016,1,"FCN1","boundaries_0","stable"
"CDK8",0.00108464969886698,-1.31329601955626,0.015,0.038,1,"CDK8","boundaries_0","stable"
"TCP1",0.00108595764865753,-0.726193138706271,0.094,0.144,1,"TCP1","boundaries_0","stable"
"CDKAL1",0.00111418731853337,-0.417841057545931,0.056,0.097,1,"CDKAL1","boundaries_0","stable"
"MAPKAPK2",0.00111902094256948,-0.429557100715765,0.091,0.142,1,"MAPKAPK2","boundaries_0","stable"
"APEX2",0.00112702761721127,-1.17246637786865,0.015,0.038,1,"APEX2","boundaries_0","stable"
"CDK4",0.00112923203662337,-1.26031376446776,0.018,0.042,1,"CDK4","boundaries_0","stable"
"TMEM106B",0.00113409219793823,-1.20141807971023,0.026,0.055,1,"TMEM106B","boundaries_0","stable"
"HMCN1",0.00114381364662429,-0.998464534339275,0.008,0.026,1,"HMCN1","boundaries_0","stable"
"GNS",0.00115598273300086,-0.515023009153197,0.045,0.082,1,"GNS","boundaries_0","stable"
"TDRD7",0.00117534405141186,2.09345204199328,0.036,0.009,1,"TDRD7","boundaries_0","stable"
"ICAM1",0.00118792815376466,-1.07990153361764,0.021,0.047,1,"ICAM1","boundaries_0","stable"
"PIM2",0.00121859103958716,1.27286176406143,0.217,0.162,1,"PIM2","boundaries_0","stable"
"CD6",0.00121917905844707,-0.511084509627383,0.059,0.1,1,"CD6","boundaries_0","stable"
"UCP2",0.00123700447175272,-0.522908306646292,0.112,0.166,1,"UCP2","boundaries_0","stable"
"KCNJ15",0.00125024531383795,-0.45879345633098,0.017,0.04,1,"KCNJ15","boundaries_0","stable"
"MKRN3",0.00125512066613394,1.84753865666912,0.05,0.018,1,"MKRN3","boundaries_0","stable"
"INVS",0.00127997974251374,-0.963701812688323,0.037,0.069,1,"INVS","boundaries_0","stable"
"RBMX",0.00130065697473974,-0.436907525056123,0.138,0.195,1,"RBMX","boundaries_0","stable"
"SDHAF3",0.00131089810771799,-1.76817644596036,0.01,0.029,1,"SDHAF3","boundaries_0","stable"
"ITM2A",0.00132751951958001,-1.39106685442024,0.035,0.066,1,"ITM2A","boundaries_0","stable"
"MRFAP1L1",0.00136934524731023,-0.482167872881206,0.1,0.151,1,"MRFAP1L1","boundaries_0","stable"
"CSNK1A1",0.00138876072642346,-0.579921918504933,0.072,0.117,1,"CSNK1A1","boundaries_0","stable"
"STAT6",0.00140610600855558,0.744345458791088,0.234,0.179,1,"STAT6","boundaries_0","stable"
"SELENOT",0.00142326137717917,-0.506547113691408,0.053,0.091,1,"SELENOT","boundaries_0","stable"
"SREBF1",0.00143843989196483,-1.09585622340484,0.028,0.057,1,"SREBF1","boundaries_0","stable"
"SLC3A2",0.00145300992533812,-0.676360944204068,0.024,0.051,1,"SLC3A2","boundaries_0","stable"
"CTSA",0.00145336913571956,-0.615611176010993,0.063,0.104,1,"CTSA","boundaries_0","stable"
"EIF5A",0.00147861170668505,-0.410651026282202,0.09,0.139,1,"EIF5A","boundaries_0","stable"
"CCR4",0.00148406294333547,-0.755180369727681,0.042,0.077,1,"CCR4","boundaries_0","stable"
"SMARCC1",0.00150569382926763,-0.707466089019183,0.08,0.124,1,"SMARCC1","boundaries_0","stable"
"HPRT1",0.00151282989276211,-1.35014834174323,0.013,0.033,1,"HPRT1","boundaries_0","stable"
"ACACA",0.0015357212817732,-1.22114732505444,0.019,0.044,1,"ACACA","boundaries_0","stable"
"GLI2",0.00154404046730679,-1.59274962780827,0.005,0.018,1,"GLI2","boundaries_0","stable"
"ANKRD44",0.00154507127509827,-0.547391735362694,0.082,0.128,1,"ANKRD44","boundaries_0","stable"
"DHCR24",0.00157601788866248,-1.04467629708464,0.018,0.042,1,"DHCR24","boundaries_0","stable"
"SELENBP1",0.00161182266203645,-1.12047505954826,0.014,0.035,1,"SELENBP1","boundaries_0","stable"
"TSPAN14",0.00163771094934532,-0.3768736272678,0.067,0.111,1,"TSPAN14","boundaries_0","stable"
"CEBPA",0.00166117524069339,-1.19975157009883,0.015,0.036,1,"CEBPA","boundaries_0","stable"
"NFX1",0.00168315325389608,-0.418544378959359,0.054,0.093,1,"NFX1","boundaries_0","stable"
"ADGRE5",0.00170835426998192,-0.652899051799378,0.084,0.13,1,"ADGRE5","boundaries_0","stable"
"SERPINA3",0.00173872275594777,3.0107641946585,0.025,0.004,1,"SERPINA3","boundaries_0","stable"
"SP3",0.0017511263692634,-0.652069068928178,0.122,0.173,1,"SP3","boundaries_0","stable"
"MCTP2",0.00176607598787984,-0.607934755057746,0.061,0.1,1,"MCTP2","boundaries_0","stable"
"RAB5A",0.00176719632900358,-0.599555589317093,0.037,0.069,1,"RAB5A","boundaries_0","stable"
"SNRPB",0.00183332695429826,-0.76743211877743,0.067,0.108,1,"SNRPB","boundaries_0","stable"
"IRAK1",0.0018503423831409,-0.227546032520622,0.092,0.142,1,"IRAK1","boundaries_0","stable"
"MVP",0.00185903004008755,-0.44776435301281,0.107,0.159,1,"MVP","boundaries_0","stable"
"APOL3",0.00189944328594512,-1.05811689913327,0.023,0.049,1,"APOL3","boundaries_0","stable"
"F7",0.00190270018083817,1.09565799728607,0.096,0.055,1,"F7","boundaries_0","stable"
"FYN",0.00194052619967534,-0.340656836188072,0.061,0.102,1,"FYN","boundaries_0","stable"
"CD83",0.00194245618008819,1.0976843490583,0.096,0.055,1,"CD83","boundaries_0","stable"
"GZMH",0.0019474444434439,-1.02316405628628,0.03,0.058,1,"GZMH","boundaries_0","stable"
"NCBP3",0.00195314846323094,-0.998243353894952,0.045,0.078,1,"NCBP3","boundaries_0","stable"
"UQCC3",0.00195532778568685,1.97812023738181,0.04,0.013,1,"UQCC3","boundaries_0","stable"
"RASSF3",0.00196128930732199,-0.988163288557522,0.074,0.115,1,"RASSF3","boundaries_0","stable"
"ATP5F1C",0.0020067816928253,-0.771245432871309,0.051,0.088,1,"ATP5F1C","boundaries_0","stable"
"MAX",0.00201566351813115,-0.41598147165859,0.072,0.115,1,"MAX","boundaries_0","stable"
"BECN1",0.00201647257162363,-0.576680098276487,0.057,0.095,1,"BECN1","boundaries_0","stable"
"TRPS1",0.00202805745507786,-1.99546530333927,0.006,0.02,1,"TRPS1","boundaries_0","stable"
"RNF187",0.00204731460980295,-0.737740026355946,0.086,0.131,1,"RNF187","boundaries_0","stable"
"ZEB2",0.00206058995236459,-0.478701272623004,0.057,0.095,1,"ZEB2","boundaries_0","stable"
"FLT3LG",0.00206258501822124,-0.682590930783469,0.035,0.066,1,"FLT3LG","boundaries_0","stable"
"ABCA1",0.00208026959206231,-0.414387578579017,0.045,0.08,1,"ABCA1","boundaries_0","stable"
"ZBTB1",0.00209150425778624,-0.612603393504558,0.067,0.108,1,"ZBTB1","boundaries_0","stable"
"TFPI",0.00212793355357185,-1.26794577149215,0.044,0.077,1,"TFPI","boundaries_0","stable"
"EIF5AL1",0.00214189527414701,1.38811416836054,0.053,0.022,1,"EIF5AL1","boundaries_0","stable"
"MAF",0.00214461360362068,-0.901890844083546,0.059,0.097,1,"MAF","boundaries_0","stable"
"ALG6",0.00216957399756908,-1.49271781227635,0.018,0.04,1,"ALG6","boundaries_0","stable"
"FRA10AC1",0.00219072222111629,-1.35811634141188,0.017,0.038,1,"FRA10AC1","boundaries_0","stable"
"PRKAG2",0.0022189843701,-1.14142327899101,0.011,0.029,1,"PRKAG2","boundaries_0","stable"
"CD109",0.00224039869303467,-2.2862340592154,0.004,0.016,1,"CD109","boundaries_0","stable"
"TEC",0.00237678174209745,3.60445127408201,0.021,0.002,1,"TEC","boundaries_0","stable"
"SEMA7A",0.00237895456267917,1.27594682967429,0.045,0.016,1,"SEMA7A","boundaries_0","stable"
"TYK2",0.00239023585861586,-0.449537840198219,0.082,0.126,1,"TYK2","boundaries_0","stable"
"C1RL",0.00239844553743645,-0.678681220829455,0.035,0.066,1,"C1RL","boundaries_0","stable"
"SMYD3",0.00243715012771958,-1.02932261305821,0.033,0.062,1,"SMYD3","boundaries_0","stable"
"BCL2L11",0.00247335867401146,-0.969156767050701,0.015,0.036,1,"BCL2L11","boundaries_0","stable"
"YWHAQ",0.00247564936733049,-0.694027317358954,0.094,0.139,1,"YWHAQ","boundaries_0","stable"
"FBL",0.0025445192762078,-0.357068866355203,0.182,0.245,1,"FBL","boundaries_0","stable"
"APLN",0.00254578808776041,-2.02626514913498,0.007,0.022,1,"APLN","boundaries_0","stable"
"SEPTIN9",0.00255510355700422,-0.38278974847923,0.352,0.427,1,"SEPTIN9","boundaries_0","stable"
"ATIC",0.00258512503455148,-0.680724403587074,0.052,0.088,1,"ATIC","boundaries_0","stable"
"GAB2",0.00261655361405203,-0.785569971229931,0.013,0.033,1,"GAB2","boundaries_0","stable"
"SEL1L",0.00265829301292402,-0.835960323833504,0.048,0.082,1,"SEL1L","boundaries_0","stable"
"GREM1",0.00266300298996033,2.68984607937122,0.036,0.011,1,"GREM1","boundaries_0","stable"
"XPR1",0.00268156964462004,-0.818652217922254,0.028,0.055,1,"XPR1","boundaries_0","stable"
"DPYD",0.00274982542214783,-0.67051617499728,0.039,0.071,1,"DPYD","boundaries_0","stable"
"GSTO1",0.00275881382500433,-0.798216245022471,0.064,0.102,1,"GSTO1","boundaries_0","stable"
"HNF1A",0.00278792798825724,4.17819160712291,0.02,0.002,1,"HNF1A","boundaries_0","stable"
"CYTOR",0.00287834932499829,1.11480844892666,0.079,0.042,1,"CYTOR","boundaries_0","stable"
"ULK1",0.0029020171347018,-0.740027153461113,0.023,0.047,1,"ULK1","boundaries_0","stable"
"HESX1",0.00291412276021924,8.94875343511097,0.016,0,1,"HESX1","boundaries_0","stable"
"PAM",0.00293264331286091,-0.890238555537222,0.022,0.046,1,"PAM","boundaries_0","stable"
"ATG5",0.00294268429046951,-0.882458671146502,0.031,0.058,1,"ATG5","boundaries_0","stable"
"VEGFB",0.00294380130315669,-0.378447882664335,0.069,0.109,1,"VEGFB","boundaries_0","stable"
"GPRC5C",0.00304204860124093,-0.665174731714966,0.008,0.024,1,"GPRC5C","boundaries_0","stable"
"TSPOAP1",0.00310981465253154,-1.42700866925398,0.009,0.026,1,"TSPOAP1","boundaries_0","stable"
"SCIMP",0.00311091235603537,-0.639632098125852,0.076,0.117,1,"SCIMP","boundaries_0","stable"
"BRD4",0.00313330433772551,-0.561847777313513,0.094,0.139,1,"BRD4","boundaries_0","stable"
"THBS1",0.00316719621896767,2.01135147212988,0.07,0.036,1,"THBS1","boundaries_0","stable"
"CTNNB1",0.00318208998003036,-0.330147556073545,0.129,0.182,1,"CTNNB1","boundaries_0","stable"
"NEK6",0.00318849487059714,-0.58139346053927,0.085,0.128,1,"NEK6","boundaries_0","stable"
"NFE2L1",0.00319674776974329,-0.358814588431753,0.075,0.117,1,"NFE2L1","boundaries_0","stable"
"CXCR6",0.00329642704218587,-1.04637099621296,0.018,0.04,1,"CXCR6","boundaries_0","stable"
"RANGAP1",0.00335947529498368,-0.776350663999154,0.057,0.093,1,"RANGAP1","boundaries_0","stable"
"HCN4",0.00342182271653509,-1.61403769411772,0.003,0.015,1,"HCN4","boundaries_0","stable"
"CCDC80",0.00350069159812005,1.79294992610046,0.079,0.044,1,"CCDC80","boundaries_0","stable"
"UBE2D1",0.00350919780096605,-1.13169612392249,0.023,0.047,1,"UBE2D1","boundaries_0","stable"
"RIPK1",0.00350984198401241,-0.682182164586845,0.026,0.051,1,"RIPK1","boundaries_0","stable"
"DRD5",0.00354879658537802,1.93357293202113,0.032,0.009,1,"DRD5","boundaries_0","stable"
"C4B",0.0035788026136039,-0.901055131698421,0.025,0.049,1,"C4B","boundaries_0","stable"
"SPHK1",0.00363253968007527,2.31138552040668,0.043,0.016,1,"SPHK1","boundaries_0","stable"
"GIMAP8",0.00364751906971378,-0.713339823034269,0.025,0.049,1,"GIMAP8","boundaries_0","stable"
"RTCB",0.00364975221219618,-0.53038179883154,0.038,0.068,1,"RTCB","boundaries_0","stable"
"SNRNP200",0.0036571454623688,-0.342280472934882,0.129,0.182,1,"SNRNP200","boundaries_0","stable"
"IL2RB",0.00367626044179047,-0.779112510584594,0.037,0.066,1,"IL2RB","boundaries_0","stable"
"PTEN",0.00370903610349687,-0.253506695683469,0.091,0.137,1,"PTEN","boundaries_0","stable"
"HSF1",0.00371776769433972,-0.630296947754227,0.051,0.086,1,"HSF1","boundaries_0","stable"
"IL6",0.00373215482105951,1.86160417591242,0.032,0.009,1,"IL6","boundaries_0","stable"
"CXCR5",0.00378178109534262,-0.768101181859303,0.039,0.069,1,"CXCR5","boundaries_0","stable"
"PIEZO1",0.00379260693322907,-0.515406362194684,0.038,0.068,1,"PIEZO1","boundaries_0","stable"
"TGFB3",0.00390683534997095,1.46908835022167,0.046,0.018,1,"TGFB3","boundaries_0","stable"
"IL13RA1",0.00390942268315285,-0.383005707074656,0.042,0.073,1,"IL13RA1","boundaries_0","stable"
"MYH9",0.00395232870468308,-0.186681977116915,0.295,0.372,1,"MYH9","boundaries_0","stable"
"FILIP1L",0.00399123352268157,1.85490647085934,0.04,0.015,1,"FILIP1L","boundaries_0","stable"
"RBX1",0.00407683673365283,-0.565173998531217,0.023,0.047,1,"RBX1","boundaries_0","stable"
"SQSTM1",0.00412434050907964,-0.487112156912581,0.061,0.097,1,"SQSTM1","boundaries_0","stable"
"UBR5",0.00413616453253703,-0.652902737451269,0.061,0.097,1,"UBR5","boundaries_0","stable"
"CSK",0.00425805135946391,-0.509121450283392,0.184,0.235,1,"CSK","boundaries_0","stable"
"HCFC1",0.00427018026160272,-0.99760339917567,0.037,0.066,1,"HCFC1","boundaries_0","stable"
"APP",0.00434082179978305,-0.480986586994073,0.114,0.161,1,"APP","boundaries_0","stable"
"RAB27A",0.00436347923231948,-0.83150601320853,0.02,0.042,1,"RAB27A","boundaries_0","stable"
"QRFPR",0.00448622719103456,2.63714725598498,0.025,0.005,1,"QRFPR","boundaries_0","stable"
"MTCH2",0.00454793406759535,-0.582701176850276,0.061,0.097,1,"MTCH2","boundaries_0","stable"
"TMEM173",0.0046884841533854,-0.718033201565649,0.053,0.086,1,"TMEM173","boundaries_0","stable"
"SPATA22",0.00476063779901423,3.0602110605359,0.022,0.004,1,"SPATA22","boundaries_0","stable"
"TXNRD1",0.0047823605344773,-0.688567985441814,0.03,0.057,1,"TXNRD1","boundaries_0","stable"
"TAP2",0.00481742495815076,-0.225693215770101,0.111,0.161,1,"TAP2","boundaries_0","stable"
"HIPK3",0.00487607825882173,-0.757003345473267,0.07,0.108,1,"HIPK3","boundaries_0","stable"
"TRIP13",0.00490019186525204,1.94471666370893,0.022,0.004,1,"TRIP13","boundaries_0","stable"
"PRKAR1A",0.00490972821473211,0.510043958457828,0.225,0.173,1,"PRKAR1A","boundaries_0","stable"
"DVL1",0.00492257850795076,-0.701259439011112,0.019,0.04,1,"DVL1","boundaries_0","stable"
"CCDC102B",0.00511831339553554,-1.5009033148576,0.012,0.029,1,"CCDC102B","boundaries_0","stable"
"OSGIN1",0.00514823271616701,0.9478560823085,0.111,0.071,1,"OSGIN1","boundaries_0","stable"
"NAP1L4",0.00517061778028543,-0.406701058260466,0.073,0.111,1,"NAP1L4","boundaries_0","stable"
"TJP2",0.00524151257378883,-0.647854692891647,0.024,0.047,1,"TJP2","boundaries_0","stable"
"AKT2",0.0052804278631208,-0.507310859604663,0.079,0.119,1,"AKT2","boundaries_0","stable"
"LAT",0.00528343960020546,-0.546819691954755,0.068,0.106,1,"LAT","boundaries_0","stable"
"CASP8",0.00535671268474616,-0.395850513054596,0.071,0.109,1,"CASP8","boundaries_0","stable"
"CSF1R",0.00538238660478031,-0.767972204294424,0.01,0.026,1,"CSF1R","boundaries_0","stable"
"KLRG1",0.00541492629696854,-0.581372546250822,0.071,0.108,1,"KLRG1","boundaries_0","stable"
"S1PR1",0.00542536556658824,-0.738920235597888,0.027,0.051,1,"S1PR1","boundaries_0","stable"
"ADRA2A",0.00543307769214582,-0.99545270131409,0.022,0.044,1,"ADRA2A","boundaries_0","stable"
"SMAD7",0.00552832508900185,-0.931790164750149,0.022,0.044,1,"SMAD7","boundaries_0","stable"
"GANAB",0.00560946046439032,-0.357316148759696,0.159,0.212,1,"GANAB","boundaries_0","stable"
"CD84",0.00565229417269226,-0.605125248168163,0.039,0.068,1,"CD84","boundaries_0","stable"
"BLK",0.00568531820355524,0.731582842682454,0.13,0.088,1,"BLK","boundaries_0","stable"
"MCCC1",0.00578809742259644,-0.83231210046347,0.027,0.051,1,"MCCC1","boundaries_0","stable"
"CDCA2",0.00581527407761248,1.80691133267223,0.033,0.011,1,"CDCA2","boundaries_0","stable"
"IFNAR2",0.00581877544605306,-0.615065268604593,0.039,0.068,1,"IFNAR2","boundaries_0","stable"
"CLEC4A",0.00584896028784008,-0.713134801536072,0.022,0.044,1,"CLEC4A","boundaries_0","stable"
"RNF167",0.00585148920035787,-0.578189732389828,0.075,0.113,1,"RNF167","boundaries_0","stable"
"TMEM126A",0.00588665246899026,-0.561679143823826,0.022,0.044,1,"TMEM126A","boundaries_0","stable"
"GNRHR",0.00589775707977406,8.80809783871674,0.014,0,1,"GNRHR","boundaries_0","stable"
"FBXW11",0.00592822807353592,-0.696115330739328,0.03,0.055,1,"FBXW11","boundaries_0","stable"
"EIF4E",0.00601401909062972,-0.777681796073943,0.037,0.064,1,"EIF4E","boundaries_0","stable"
"POLR2M",0.00603995067116114,-0.585996231328428,0.056,0.089,1,"POLR2M","boundaries_0","stable"
"XPO6",0.00608372831300898,-0.728274773952616,0.052,0.084,1,"XPO6","boundaries_0","stable"
"NPAT",0.00610909403914828,-0.567643970445921,0.042,0.071,1,"NPAT","boundaries_0","stable"
"PDCD6IP",0.00615289119981454,-0.639443023686959,0.056,0.089,1,"PDCD6IP","boundaries_0","stable"
"CHD3",0.00620914835190602,-0.435436050855199,0.12,0.166,1,"CHD3","boundaries_0","stable"
"CENPA",0.00621028263003295,2.97522352810956,0.024,0.005,1,"CENPA","boundaries_0","stable"
"CRK",0.00623708110824181,-0.415182143804674,0.042,0.071,1,"CRK","boundaries_0","stable"
"TMEM119",0.00624032290375653,-0.462424071458395,0.045,0.075,1,"TMEM119","boundaries_0","stable"
"CTSL",0.00627769505100318,-0.854218109044798,0.039,0.068,1,"CTSL","boundaries_0","stable"
"WDR5",0.00630873131227281,-0.679221138861948,0.026,0.049,1,"WDR5","boundaries_0","stable"
"CTHRC1",0.00631317092254201,1.58560322792854,0.078,0.046,1,"CTHRC1","boundaries_0","stable"
"TNFRSF21",0.00632136851557479,-1.05498861565335,0.021,0.042,1,"TNFRSF21","boundaries_0","stable"
"ZNF639",0.00638483623686737,-0.685006335661339,0.039,0.068,1,"ZNF639","boundaries_0","stable"
"NOA1",0.00638639019544831,-1.06511019081036,0.018,0.038,1,"NOA1","boundaries_0","stable"
"MAP1B",0.00644494477420516,2.60711730294345,0.027,0.007,1,"MAP1B","boundaries_0","stable"
"TREML2",0.00658200610976893,3.4281945242698,0.021,0.004,1,"TREML2","boundaries_0","stable"
"LIF",0.00661286610119752,2.62297652750695,0.03,0.009,1,"LIF","boundaries_0","stable"
"PLK1",0.00662194790918645,3.74783743152146,0.021,0.004,1,"PLK1","boundaries_0","stable"
"TMEM98",0.00671049442406033,-0.704474663155761,0.025,0.047,1,"TMEM98","boundaries_0","stable"
"CCN2",0.00679434629002847,1.98292695843623,0.027,0.007,1,"CCN2","boundaries_0","stable"
"SERPINA9",0.00692852108668306,1.59825165527275,0.021,0.004,1,"SERPINA9","boundaries_0","stable"
"RNF38",0.00697415596401506,-0.541628030761896,0.062,0.097,1,"RNF38","boundaries_0","stable"
"CLK2",0.00700729367552893,-0.455723019769861,0.062,0.097,1,"CLK2","boundaries_0","stable"
"KRTCAP2",0.00707633193779577,-0.602867824180433,0.033,0.058,1,"KRTCAP2","boundaries_0","stable"
"LEF1",0.00712336644910175,-1.2688531528717,0.021,0.042,1,"LEF1","boundaries_0","stable"
"DDX39B",0.00712540070547227,-0.278380375559038,0.273,0.338,1,"DDX39B","boundaries_0","stable"
"CYSLTR1",0.00714067621246839,-0.990228220420311,0.016,0.035,1,"CYSLTR1","boundaries_0","stable"
"TUFM",0.00719117728175147,-0.361363628274272,0.072,0.109,1,"TUFM","boundaries_0","stable"
"FCMR",0.00721531554628596,-0.417347961050196,0.1,0.142,1,"FCMR","boundaries_0","stable"
"MZB1",0.00723244785727677,0.625901383975888,0.074,0.042,1,"MZB1","boundaries_0","stable"
"TNFSF10",0.00724985366490318,-0.89358885844796,0.037,0.064,1,"TNFSF10","boundaries_0","stable"
"BICRAL",0.00728738317424199,-0.957350958858211,0.022,0.044,1,"BICRAL","boundaries_0","stable"
"FLRT3",0.00735438244515225,-1.41295875290068,0.008,0.022,1,"FLRT3","boundaries_0","stable"
"TMPRSS13",0.00743844520944426,2.36900892151353,0.023,0.005,1,"TMPRSS13","boundaries_0","stable"
"SMAD2",0.00746650805752083,-0.727914317389716,0.05,0.08,1,"SMAD2","boundaries_0","stable"
"CD19",0.00760322867975996,0.417130028489049,0.317,0.265,1,"CD19","boundaries_0","stable"
