X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,change
PGK1,6.8812974895346e-10,-0.835980431,0.266,0.367,3.44133687451626e-06,PGK1,CD8_Exhausted,down
PSMA6,7.31439323863647e-10,0.63064339993213,0.377,0.251,3.6579280586421e-06,PSMA6,CD8_Exhausted,up
RBBP4,8.3734295666141e-10,-0.781549087,0.261,0.367,4.18755212626371e-06,RBBP4,CD8_Exhausted,down
LAMB3,8.94509822421698e-10,-1.050123732,0.169,0.268,4.47344362193091e-06,LAMB3,CD8_Exhausted,down
MAPKAPK2,1.20644449437752e-09,0.585023223007671,0.38,0.256,6.03342891638197e-06,MAPKAPK2,CD8_Exhausted,up
CALM3,1.24056233522892e-09,0.536046198345468,0.408,0.277,6.20405223847983e-06,CALM3,CD8_Exhausted,up
TIPARP,1.40955567909597e-09,1.03391992103527,0.147,0.067,7.04918795115896e-06,TIPARP,CD8_Exhausted,up
EOMES,1.55168365266633e-09,0.880958355818702,0.134,0.057,7.7599699469843e-06,EOMES,CD8_Exhausted,up
CRTAM,1.55925510837689e-09,1.41160101823205,0.11,0.042,7.79783479699283e-06,CRTAM,CD8_Exhausted,up
PICALM,1.65346151209506e-09,0.610354641371692,0.316,0.2,8.26896102198739e-06,PICALM,CD8_Exhausted,up
CD14,2.28370761817694e-09,0.841907289175245,0.229,0.132,1.14208217985029e-05,CD14,CD8_Exhausted,up
IFI16,2.508902059654e-09,0.558118342060134,0.346,0.228,1.25470192003296e-05,IFI16,CD8_Exhausted,up
PVR,2.66352942561339e-09,1.01108003530829,0.18,0.095,1.33203106574925e-05,PVR,CD8_Exhausted,up
SLC25A39,2.75117515452718e-09,-0.919049473,0.138,0.236,1.37586269477904e-05,SLC25A39,CD8_Exhausted,down
GCH1,2.83101183714351e-09,0.684219898979592,0.253,0.15,1.41578901975547e-05,GCH1,CD8_Exhausted,up
BATF,2.96897271186278e-09,0.79088123309997,0.229,0.13,1.48478325320257e-05,BATF,CD8_Exhausted,up
MDM2,3.03644846266596e-09,0.764432445142082,0.231,0.134,1.51852787617925e-05,MDM2,CD8_Exhausted,up
CSRP1,3.09334259401119e-09,0.755232234812744,0.193,0.103,1.546980631265e-05,CSRP1,CD8_Exhausted,up
ICAM1,3.27094979741698e-09,1.08691806821429,0.177,0.091,1.63580199368823e-05,ICAM1,CD8_Exhausted,up
HMGN3,3.75898460915122e-09,1.22509894370496,0.125,0.055,1.87986820303653e-05,HMGN3,CD8_Exhausted,up
HNRNPA1L2,4.00531900210085e-09,0.329386636608164,0.716,0.607,2.00306003295064e-05,HNRNPA1L2,CD8_Exhausted,up
PTGER4,4.49333671747442e-09,0.830708123412603,0.154,0.074,2.24711769240896e-05,PTGER4,CD8_Exhausted,up
LAMP2,4.57989063133482e-09,0.904811072631338,0.203,0.113,2.29040330473054e-05,LAMP2,CD8_Exhausted,up
SMC1A,4.63033528419107e-09,-0.889321066,0.168,0.265,2.31563067562395e-05,SMC1A,CD8_Exhausted,down
DDX39B,4.89953891966587e-09,-0.722693154,0.339,0.435,2.4502594137249e-05,DDX39B,CD8_Exhausted,down
RETREG3,5.86399738369927e-09,-1.299972169,0.066,0.142,2.932585091588e-05,RETREG3,CD8_Exhausted,down
AP2A2,5.97875411499245e-09,1.27342100560586,0.125,0.056,2.98997493290772e-05,AP2A2,CD8_Exhausted,up
NRP1,7.80930573518294e-09,0.841557671811652,0.177,0.092,3.90543379816499e-05,NRP1,CD8_Exhausted,up
ELK3,7.869857457029e-09,0.846492992570629,0.18,0.096,3.9357157142602e-05,ELK3,CD8_Exhausted,up
KLRG1,7.93274160505934e-09,1.13446552708109,0.125,0.055,3.96716407669017e-05,KLRG1,CD8_Exhausted,up
SMARCA2,8.21359437775628e-09,0.627777335706529,0.247,0.146,4.10761854831592e-05,SMARCA2,CD8_Exhausted,up
SLC9A3R2,8.24857967124946e-09,0.750889400014059,0.26,0.163,4.12511469359185e-05,SLC9A3R2,CD8_Exhausted,up
SFPQ,8.88126714562678e-09,0.55699829793747,0.378,0.265,4.44152169952795e-05,SFPQ,CD8_Exhausted,up
TGFB2,9.80345296657235e-09,1.21959223731014,0.145,0.071,4.90270682858284e-05,TGFB2,CD8_Exhausted,up
KIAA1191,1.01514392357555e-08,0.881734823945673,0.164,0.083,5.07673476180134e-05,KIAA1191,CD8_Exhausted,up
CFH,1.05838239148137e-08,1.09636758720105,0.134,0.062,5.29297033979835e-05,CFH,CD8_Exhausted,up
ADA,1.06143235723236e-08,1.18321265246222,0.101,0.039,5.30822321851903e-05,ADA,CD8_Exhausted,up
TAP1,1.15501731967781e-08,-0.589243532,0.476,0.552,5.77624161570871e-05,TAP1,CD8_Exhausted,down
PSME3,1.16495721094237e-08,-0.800472857,0.222,0.315,5.8259510119228e-05,PSME3,CD8_Exhausted,down
LAMC1,1.19926023933217e-08,0.976373355665454,0.168,0.087,5.99750045690019e-05,LAMC1,CD8_Exhausted,up
SGK1,1.20885823658926e-08,-1.54103152,0.056,0.125,6.04550004118289e-05,SGK1,CD8_Exhausted,down
PTPN6,1.24956515124651e-08,0.893549382502505,0.168,0.086,6.2490753213838e-05,PTPN6,CD8_Exhausted,up
OAS3,1.26273411981573e-08,-0.890674977,0.181,0.274,6.31493333319849e-05,OAS3,CD8_Exhausted,down
FLII,1.30052128161899e-08,-0.798326472,0.275,0.364,6.50390692937659e-05,FLII,CD8_Exhausted,down
PAM,1.3789134518403e-08,1.04015845667748,0.152,0.076,6.89594617265332e-05,PAM,CD8_Exhausted,up
CSNK2B,1.65463479286643e-08,-0.624826724,0.345,0.434,8.27482859912499e-05,CSNK2B,CD8_Exhausted,down
MICAL2,1.68345717359689e-08,0.755113636860499,0.253,0.158,8.41896932515806e-05,MICAL2,CD8_Exhausted,up
NCOR2,1.90629780138477e-08,0.563984301186601,0.395,0.282,9.53339530472525e-05,NCOR2,CD8_Exhausted,up
KLRK1,1.91851230121891e-08,0.511101231935417,0.318,0.207,9.59448001839577e-05,KLRK1,CD8_Exhausted,up
EIF4G1,2.16127299700366e-08,0.558455767214113,0.437,0.328,0.000108085262580153,EIF4G1,CD8_Exhausted,up
UBE2L3,2.31194861310396e-08,0.905942204323835,0.183,0.1,0.000115620550141329,UBE2L3,CD8_Exhausted,up
PXN,2.34847761674489e-08,-1.026176808,0.117,0.202,0.000117447365613412,PXN,CD8_Exhausted,down
KIF2A,2.456034194897e-08,0.839526464893873,0.178,0.096,0.000122826270086799,KIF2A,CD8_Exhausted,up
ARRB2,2.50777106103452e-08,0.547911263843776,0.285,0.181,0.000125413630762336,ARRB2,CD8_Exhausted,up
CXCR3,2.58277733277759e-08,1.00624868687003,0.13,0.061,0.000129164694412207,CXCR3,CD8_Exhausted,up
IFIT3,2.88450217221649e-08,-0.989622952,0.179,0.269,0.000144253953632547,IFIT3,CD8_Exhausted,down
ADGRE5,2.89687640340456e-08,0.448303258314706,0.468,0.345,0.000144872788934262,ADGRE5,CD8_Exhausted,up
PARK7,2.90632682718679e-08,0.448052065406594,0.48,0.36,0.000145345404627611,PARK7,CD8_Exhausted,up
NDUFAB1,3.18086356574962e-08,1.03040731733707,0.116,0.051,0.000159074986923139,NDUFAB1,CD8_Exhausted,up
F2RL1,3.29005752409621e-08,1.11723691175923,0.127,0.06,0.000164535776780051,F2RL1,CD8_Exhausted,up
PHF10,3.29868744316823e-08,-0.949349974,0.092,0.173,0.000164967359032843,PHF10,CD8_Exhausted,down
STAU1,3.52118808512401e-08,0.550527032453163,0.315,0.209,0.000176094616137052,STAU1,CD8_Exhausted,up
GLIPR2,3.80081722130181e-08,0.784605610303382,0.17,0.09,0.000190078869237304,GLIPR2,CD8_Exhausted,up
ECE1,3.9406797272819e-08,0.653317144745264,0.223,0.132,0.000197073393161368,ECE1,CD8_Exhausted,up
SIRPG,4.47144758572777e-08,0.913632112813469,0.174,0.095,0.000223617093762246,SIRPG,CD8_Exhausted,up
CCDC50,4.59789959526047e-08,0.64912181987295,0.262,0.166,0.000229940958758976,CCDC50,CD8_Exhausted,up
ABCG1,5.35094457696298e-08,1.11936196303223,0.107,0.046,0.000267600738293919,ABCG1,CD8_Exhausted,up
ELK4,5.47283930729943e-08,0.722950126167344,0.19,0.107,0.000273696693758045,ELK4,CD8_Exhausted,up
ABCA1,6.42750533178296e-08,0.995108022240135,0.153,0.08,0.000321439541642466,ABCA1,CD8_Exhausted,up
IDH2,6.52105803775447e-08,0.82895430636774,0.21,0.125,0.000326118112468101,IDH2,CD8_Exhausted,up
CD55,7.53231908406902e-08,0.988994899716929,0.132,0.065,0.000376691277394292,CD55,CD8_Exhausted,up
CD247,7.56967206367529e-08,0.543239300980266,0.272,0.173,0.000378559299904401,CD247,CD8_Exhausted,up
KDM1A,7.82388745334164e-08,-0.9383182,0.142,0.227,0.000391272611541615,KDM1A,CD8_Exhausted,down
LARP4,8.02346762026928e-08,0.858956556739825,0.156,0.082,0.000401253615689667,LARP4,CD8_Exhausted,up
HAVCR2,8.4074568195596e-08,0.551023087876483,0.243,0.15,0.000420456915546175,HAVCR2,CD8_Exhausted,up
ZNF451,8.45310130194522e-08,-1.076146965,0.081,0.154,0.000422739596110281,ZNF451,CD8_Exhausted,down
APOBEC3C,9.24991194105755e-08,0.439472300457401,0.344,0.234,0.000462588096172288,APOBEC3C,CD8_Exhausted,up
DSG2,1.00531677850295e-07,0.700167721746659,0.247,0.156,0.000502758920929326,DSG2,CD8_Exhausted,up
PRKACB,1.53746930842228e-07,0.801098938564146,0.175,0.097,0.000768888401141985,PRKACB,CD8_Exhausted,up
SULF1,1.59688560443508e-07,1.01013588309989,0.189,0.11,0.000798602490777983,SULF1,CD8_Exhausted,up
CD151,1.74938350174681e-07,0.715657157314727,0.19,0.11,0.000874866689223582,CD151,CD8_Exhausted,up
TMEM109,1.76016112851826e-07,-0.963353663,0.115,0.193,0.000880256580371983,TMEM109,CD8_Exhausted,down
SMARCE1,1.83903907421813e-07,-0.71062276,0.248,0.334,0.000919703441016489,SMARCE1,CD8_Exhausted,down
MAP1LC3B,2.00532322817516e-07,0.665041265042309,0.252,0.163,0.0010028621464104,MAP1LC3B,CD8_Exhausted,up
CD3G,2.08549236390247e-07,0.794608924720729,0.192,0.113,0.00104295473118762,CD3G,CD8_Exhausted,up
CDV3,2.49573317291708e-07,0.463865197250418,0.4,0.294,0.00124811615977583,CDV3,CD8_Exhausted,up
SNHG15,2.59089042401843e-07,-0.802542749,0.157,0.24,0.00129570430105161,SNHG15,CD8_Exhausted,down
CTSC,2.65040422652271e-07,0.355416217851679,0.465,0.347,0.00132546715368401,CTSC,CD8_Exhausted,up
GADD45A,2.65542987503208e-07,0.651525293761433,0.196,0.116,0.00132798048050355,GADD45A,CD8_Exhausted,up
DDX21,2.70032832121047e-07,0.789483484568978,0.138,0.071,0.00135043419343735,DDX21,CD8_Exhausted,up
THEMIS,2.74953851369714e-07,0.994763362504801,0.114,0.054,0.00137504421069994,THEMIS,CD8_Exhausted,up
EMC1,2.76926024599868e-07,0.730628077136662,0.161,0.088,0.00138490704902394,EMC1,CD8_Exhausted,up
HSPA8,2.89933125681203e-07,0.271820202418902,0.79,0.716,0.0014499555615317,HSPA8,CD8_Exhausted,up
RAB27A,2.97706007386594e-07,0.675494250766763,0.192,0.112,0.00148882774294036,RAB27A,CD8_Exhausted,up
RASSF3,3.0539927207186e-07,0.558167020530585,0.25,0.161,0.00152730175963137,RASSF3,CD8_Exhausted,up
HSPA9,3.08735074525141e-07,0.408905116743782,0.381,0.269,0.00154398410770023,HSPA9,CD8_Exhausted,up
PPP4R1,3.11052105730998e-07,-0.834503099,0.134,0.214,0.00155557158076072,PPP4R1,CD8_Exhausted,down
BIRC2,3.59126825708809e-07,-0.659697341,0.205,0.295,0.00179599325536975,BIRC2,CD8_Exhausted,down
MALL,3.77264330976784e-07,0.543465760060652,0.3,0.203,0.0018866989192149,MALL,CD8_Exhausted,up
MAP1LC3A,3.91861434553709e-07,1.12919251933675,0.104,0.047,0.0019596990342031,MAP1LC3A,CD8_Exhausted,up
CXCL16,3.94057923094375e-07,-1.001988584,0.107,0.182,0.00197068367339497,CXCL16,CD8_Exhausted,down
SLAMF6,4.11101819052061e-07,1.03686551260457,0.142,0.076,0.00205592019707936,SLAMF6,CD8_Exhausted,up
KAT2B,4.15943868922513e-07,0.958533548167046,0.11,0.051,0.00208013528848149,KAT2B,CD8_Exhausted,up
TGFB3,4.16273430678614e-07,1.33474517965149,0.11,0.052,0.00208178342682375,TGFB3,CD8_Exhausted,up
ANKRD13A,4.17619684818591e-07,0.659337959826547,0.221,0.136,0.00208851604377777,ANKRD13A,CD8_Exhausted,up
TMBIM4,4.19339463374598e-07,0.786597314029256,0.167,0.095,0.00209711665633637,TMBIM4,CD8_Exhausted,up
PRMT1,4.19817790505843e-07,0.709685779755636,0.203,0.123,0.00209950877031972,PRMT1,CD8_Exhausted,up
NIPSNAP1,4.23065506701533e-07,0.818177199428173,0.193,0.117,0.00211575059901437,NIPSNAP1,CD8_Exhausted,up
TK1,4.58842371943841e-07,-0.894046153,0.174,0.252,0.00229467070209115,TK1,CD8_Exhausted,down
GSS,4.64769823762526e-07,-1.195153227,0.082,0.149,0.00232431388863639,GSS,CD8_Exhausted,down
MITD1,5.01732036125435e-07,0.640609174090708,0.159,0.087,0.0025091619126633,MITD1,CD8_Exhausted,up
ZMIZ2,5.11954428681548e-07,-0.871954335,0.124,0.202,0.00256028409783642,ZMIZ2,CD8_Exhausted,down
PANX1,5.13343528473065e-07,-1.29200688,0.044,0.1,0.0025672309858938,PANX1,CD8_Exhausted,down
AP1S3,5.28581981570726e-07,0.908135583044937,0.114,0.055,0.0026434384898352,AP1S3,CD8_Exhausted,up
SLC2A3,5.41103231857114e-07,0.715784946573614,0.186,0.11,0.00270605726251742,SLC2A3,CD8_Exhausted,up
ARRDC3,5.42790407601695e-07,0.862943077612789,0.114,0.055,0.00271449482841608,ARRDC3,CD8_Exhausted,up
BCL2L1,5.70201486008493e-07,-0.62060205,0.283,0.364,0.00285157763152847,BCL2L1,CD8_Exhausted,down
MAD2L1,6.00786757550777e-07,-0.999067685,0.107,0.179,0.00300453457451143,MAD2L1,CD8_Exhausted,down
MAN1A1,6.07822381344078e-07,0.625199380110045,0.196,0.118,0.00303971972910174,MAN1A1,CD8_Exhausted,up
RAB7A,6.0991512622119e-07,0.402146754572088,0.357,0.255,0.00305018554623217,RAB7A,CD8_Exhausted,up
ETV6,6.11523171217974e-07,0.995149208488812,0.135,0.071,0.00305822737926109,ETV6,CD8_Exhausted,up
AOAH,6.22082806816626e-07,0.854494014295067,0.125,0.063,0.00311103611688995,AOAH,CD8_Exhausted,up
CDKN1B,6.24103661214982e-07,0.477409180413996,0.361,0.253,0.00312114240973612,CDKN1B,CD8_Exhausted,up
MRC1,6.48357676745356e-07,0.622805671596422,0.214,0.134,0.00324243674140353,MRC1,CD8_Exhausted,up
TNK2,6.51035463331635e-07,-1.171896631,0.06,0.121,0.0032558283521215,TNK2,CD8_Exhausted,down
IMPDH2,7.35348010144849e-07,0.588943367302272,0.232,0.148,0.00367747539873439,IMPDH2,CD8_Exhausted,up
TFE3,7.40268243282894e-07,0.507226531155289,0.183,0.106,0.00370208148465775,TFE3,CD8_Exhausted,up
SEMA7A,7.83783261237135e-07,0.904532459144425,0.145,0.079,0.00391970008944691,SEMA7A,CD8_Exhausted,up
SPHK1,8.38107762873261e-07,-1.146014618,0.074,0.138,0.00419137692212918,SPHK1,CD8_Exhausted,down
CYBA,8.9280742079731e-07,0.653044733937608,0.263,0.176,0.00446492991140735,CYBA,CD8_Exhausted,up
PAWR,9.05929292511098e-07,-1.465630412,0.055,0.112,0.004530552391848,PAWR,CD8_Exhausted,down
CANX,9.33703630934176e-07,0.424329204873141,0.4,0.295,0.00466945185830181,CANX,CD8_Exhausted,up
RASSF4,9.34855592303775e-07,1.16242776663387,0.101,0.046,0.00467521281711118,RASSF4,CD8_Exhausted,up
RRM2,9.68993059856587e-07,-0.943086484,0.113,0.185,0.00484593429234279,RRM2,CD8_Exhausted,down
EVI2B,9.76082385848173e-07,0.923854255434666,0.133,0.07,0.00488138801162671,EVI2B,CD8_Exhausted,up
RBX1,1.02068289661383e-06,0.876475609169532,0.115,0.057,0.00510443516596576,RBX1,CD8_Exhausted,up
PTPRJ,1.04183286784921e-06,0.788375708211623,0.158,0.089,0.00521020617211392,PTPRJ,CD8_Exhausted,up
MELTF,1.06808931629646e-06,0.83422954190963,0.154,0.086,0.00534151467079861,MELTF,CD8_Exhausted,up
IKZF3,1.2216916791904e-06,0.551622662875063,0.296,0.207,0.00610968008763118,IKZF3,CD8_Exhausted,up
CDH1,1.23007201144253e-06,-0.847758753,0.047,0.103,0.00615159012922411,CDH1,CD8_Exhausted,down
CORO1C,1.27082692162146e-06,0.421984596012065,0.267,0.174,0.00635540543502891,CORO1C,CD8_Exhausted,up
CDK16,1.3037094414699e-06,0.576020011129216,0.219,0.139,0.00651985091679097,CDK16,CD8_Exhausted,up
RANGAP1,1.56328700611163e-06,-0.862787196,0.137,0.21,0.00781799831756428,RANGAP1,CD8_Exhausted,down
MCM4,1.57002342382914e-06,-0.783298053,0.179,0.255,0.00785168714256954,MCM4,CD8_Exhausted,down
EIF4E,1.83425253178402e-06,0.656950458261967,0.223,0.144,0.00917309691145191,EIF4E,CD8_Exhausted,up
ERAP1,1.90793741477751e-06,0.453204259930004,0.291,0.201,0.00954159501130234,ERAP1,CD8_Exhausted,up
CASP3,1.9805036640936e-06,0.554891640388191,0.235,0.153,0.0099044988241321,CASP3,CD8_Exhausted,up
SLC5A3,2.10381478812493e-06,-1.260341156,0.09,0.153,0.0105211777554128,SLC5A3,CD8_Exhausted,stable
ALDH2,2.13770269039359e-06,-1.1642778,0.091,0.154,0.0106906511546584,ALDH2,CD8_Exhausted,stable
HMGB3,2.3040908513721e-06,-1.043161194,0.113,0.18,0.0115227583477119,HMGB3,CD8_Exhausted,stable
YY1AP1,2.42886046534585e-06,0.890796032370768,0.149,0.085,0.0121467311871946,YY1AP1,CD8_Exhausted,stable
CD82,2.4413169173697e-06,0.467972982453136,0.315,0.226,0.0122090259037659,CD82,CD8_Exhausted,stable
PLXNB2,2.44854126206458e-06,-0.653399653,0.262,0.334,0.012245154851585,PLXNB2,CD8_Exhausted,stable
CAPN1,2.45502102701292e-06,-1.276379398,0.052,0.107,0.0122775601560916,CAPN1,CD8_Exhausted,stable
PAK1IP1,2.49576983682112e-06,-1.344819544,0.049,0.102,0.0124813449539424,PAK1IP1,CD8_Exhausted,stable
POLR2G,2.53098470512656e-06,-0.686993513,0.17,0.248,0.0126574545103379,POLR2G,CD8_Exhausted,stable
BTAF1,2.79285440563086e-06,-1.108894151,0.086,0.148,0.0139670648825599,BTAF1,CD8_Exhausted,stable
EWSR1,2.89354776253562e-06,0.362108916309524,0.474,0.371,0.0144706323604406,EWSR1,CD8_Exhausted,stable
NRAS,3.04215159774228e-06,-0.757394132,0.143,0.216,0.0152138001403092,NRAS,CD8_Exhausted,stable
SEMA4D,3.2074915013571e-06,-0.685103046,0.268,0.341,0.0160406649982868,SEMA4D,CD8_Exhausted,stable
IPO7,3.28743640572785e-06,0.512146468518017,0.314,0.223,0.016440469465045,IPO7,CD8_Exhausted,stable
HNRNPH1,3.32967284387654e-06,0.267668809885174,0.641,0.535,0.0166516938922266,HNRNPH1,CD8_Exhausted,stable
EIF3C,3.37135623953467e-06,0.385375675632364,0.497,0.4,0.0168601525539129,EIF3C,CD8_Exhausted,stable
ACTN4,3.41819228381858e-06,0.372832357678961,0.436,0.335,0.0170943796113767,ACTN4,CD8_Exhausted,stable
TDRD3,3.51796380947577e-06,0.809477076224852,0.132,0.072,0.0175933370111883,TDRD3,CD8_Exhausted,stable
GLB1,3.52933464059787e-06,0.66053192365112,0.183,0.112,0.0176502025376299,GLB1,CD8_Exhausted,stable
P4HA1,3.54100479831793e-06,0.662782218442688,0.199,0.125,0.0177085649963879,P4HA1,CD8_Exhausted,stable
USP38,3.71705715876829e-06,0.804277995670647,0.118,0.062,0.0185890028510002,USP38,CD8_Exhausted,stable
MCM5,3.90190298002053e-06,-0.936103112,0.109,0.177,0.0195134168030827,MCM5,CD8_Exhausted,stable
SMARCA5,3.96116585124796e-06,0.492609912914159,0.289,0.204,0.0198097904220911,SMARCA5,CD8_Exhausted,stable
TRIP13,4.116553789828e-06,-0.969802553,0.05,0.104,0.0205868855029298,TRIP13,CD8_Exhausted,stable
PSMD1,4.39686091228868e-06,0.720779072503466,0.168,0.101,0.0219887014223557,PSMD1,CD8_Exhausted,stable
HNRNPD,4.53016839976075e-06,0.286799261246115,0.62,0.519,0.0226553721672035,HNRNPD,CD8_Exhausted,stable
COASY,4.77314828248453e-06,-1.002129059,0.087,0.149,0.0238705145607051,COASY,CD8_Exhausted,stable
FUT8,4.77909848770139e-06,0.585262912646116,0.209,0.136,0.0239002715369946,FUT8,CD8_Exhausted,stable
C1QTNF6,4.97017313371975e-06,-0.969456445,0.055,0.11,0.0248558358417325,C1QTNF6,CD8_Exhausted,stable
NT5DC2,5.15369224499685e-06,0.80991785299435,0.158,0.094,0.0257736149172292,NT5DC2,CD8_Exhausted,stable
JAG1,5.19782684672493e-06,-0.792793055,0.134,0.205,0.0259943320604714,JAG1,CD8_Exhausted,stable
PYCARD,5.21930865218658e-06,0.872059137876461,0.105,0.052,0.0261017625695851,PYCARD,CD8_Exhausted,stable
NINJ1,5.36890975090974e-06,0.732394354083777,0.139,0.079,0.0268499176642996,NINJ1,CD8_Exhausted,stable
KHSRP,5.47172022008954e-06,-0.739548818,0.147,0.219,0.0273640728206678,KHSRP,CD8_Exhausted,stable
KCTD20,5.61950883787865e-06,-0.984815414,0.068,0.125,0.0281031636982311,KCTD20,CD8_Exhausted,stable
CBX1,5.73166225821238e-06,-0.740400567,0.159,0.232,0.0286640429533201,CBX1,CD8_Exhausted,stable
TUBB3,5.89598077072769e-06,0.913892423179872,0.128,0.071,0.0294857998344092,TUBB3,CD8_Exhausted,stable
MCM7,6.00635225849092e-06,-0.826850043,0.121,0.189,0.0300377676447131,MCM7,CD8_Exhausted,stable
RPN1,6.08000723303447e-06,0.407019227943926,0.392,0.294,0.0304061161724054,RPN1,CD8_Exhausted,stable
PABPC4,6.08874359172886e-06,-0.900771487,0.167,0.233,0.030449806702236,PABPC4,CD8_Exhausted,stable
YWHAZ,6.26109375911288e-06,-0.2911404,0.779,0.76,0.0313117298893235,YWHAZ,CD8_Exhausted,stable
WWP1,6.9997549869486e-06,0.741431139443999,0.165,0.101,0.0350057746897299,WWP1,CD8_Exhausted,stable
SNHG1,7.0034807852162e-06,-0.850930163,0.083,0.144,0.0350244074068662,SNHG1,CD8_Exhausted,stable
PPP3CA,7.33924030771195e-06,-1.105200108,0.078,0.136,0.0367035407788675,PPP3CA,CD8_Exhausted,stable
GMFB,7.49664815214838e-06,0.518907369062592,0.209,0.134,0.0374907374088941,GMFB,CD8_Exhausted,stable
CNOT1,7.79270170671715e-06,0.534589096164722,0.254,0.173,0.0389713012352925,CNOT1,CD8_Exhausted,stable
SLFN5,7.80876708594866e-06,-0.73193781,0.144,0.215,0.0390516441968293,SLFN5,CD8_Exhausted,stable
YAP1,7.83910354740108e-06,-0.810949603,0.142,0.21,0.0392033568405528,YAP1,CD8_Exhausted,stable
MAX,7.92576808977204e-06,0.402703812608773,0.224,0.146,0.03963676621695,MAX,CD8_Exhausted,stable
MCM2,8.24511759678976e-06,-1.140417325,0.071,0.126,0.0412338331015456,MCM2,CD8_Exhausted,stable
STRN4,9.55353525480364e-06,0.822061551216242,0.122,0.067,0.047777229809273,STRN4,CD8_Exhausted,stable
ACE,9.58960836197227e-06,0.933583785150535,0.111,0.059,0.0479576314182233,ACE,CD8_Exhausted,stable
LARP4B,1.08389492216812e-05,-0.973605891,0.067,0.122,0.0542055850576278,LARP4B,CD8_Exhausted,stable
RAB11A,1.09722500705839e-05,0.44220045781434,0.172,0.105,0.0548722226029902,RAB11A,CD8_Exhausted,stable
NBL1,1.09889215184385e-05,-0.538607825,0.298,0.371,0.0549555965137111,NBL1,CD8_Exhausted,stable
PVT1,1.10247799579616e-05,-0.865778117,0.089,0.149,0.0551349245697657,PVT1,CD8_Exhausted,stable
HDAC2,1.10784499232381e-05,-0.751843978,0.14,0.207,0.0554033280661137,HDAC2,CD8_Exhausted,stable
F11R,1.13406208500255e-05,-0.716307695,0.162,0.233,0.0567144448709775,F11R,CD8_Exhausted,stable
ABL1,1.13812769572417e-05,-1.029148711,0.076,0.133,0.0569177660631658,ABL1,CD8_Exhausted,stable
TNFSF13B,1.21435460630851e-05,0.833647784542844,0.107,0.056,0.0607298738614884,TNFSF13B,CD8_Exhausted,stable
STK4,1.24899440447209e-05,0.726298823922701,0.128,0.072,0.0624622101676494,STK4,CD8_Exhausted,stable
DUSP6,1.26099616774096e-05,0.748891790667673,0.159,0.097,0.0630624183487255,DUSP6,CD8_Exhausted,stable
ZC3H7A,1.26754766157308e-05,0.796520673086965,0.126,0.071,0.0633900585552698,ZC3H7A,CD8_Exhausted,stable
SRSF2,1.30077634827127e-05,0.527827968940081,0.133,0.076,0.0650518251770464,SRSF2,CD8_Exhausted,stable
TNFRSF1A,1.3199755991834e-05,0.624257520639186,0.153,0.091,0.0660119797151617,TNFRSF1A,CD8_Exhausted,stable
SUMO1,1.36117177589151e-05,0.455517813982149,0.28,0.2,0.0680722005123342,SUMO1,CD8_Exhausted,stable
FURIN,1.38863956127317e-05,-0.816308615,0.13,0.197,0.0694458644592713,FURIN,CD8_Exhausted,stable
ATP5F1A,1.42432685958936e-05,0.315142701985491,0.466,0.376,0.071230586248064,ATP5F1A,CD8_Exhausted,stable
HSPG2,1.43653448870166e-05,0.727856417832027,0.111,0.06,0.0718410897799701,HSPG2,CD8_Exhausted,stable
F2R,1.44074535219032e-05,0.486838277252196,0.199,0.129,0.072051675063038,F2R,CD8_Exhausted,stable
GSDMB,1.52537311131464e-05,-0.878363891,0.062,0.115,0.0762839092968454,GSDMB,CD8_Exhausted,stable
KRTCAP2,1.56484661978122e-05,0.706981098339332,0.161,0.099,0.0782579794552586,KRTCAP2,CD8_Exhausted,stable
RBPJ,1.5717849687124e-05,-0.698097324,0.229,0.299,0.0786049662853071,RBPJ,CD8_Exhausted,stable
RUNX2,1.70682776635438e-05,-0.944066186,0.11,0.172,0.0853584565953827,RUNX2,CD8_Exhausted,stable
SEPTIN9,1.74183226520683e-05,0.282314517481334,0.629,0.529,0.0871090315829936,SEPTIN9,CD8_Exhausted,stable
ALCAM,1.79366052425362e-05,0.670312615279857,0.167,0.104,0.0897009628179238,ALCAM,CD8_Exhausted,stable
STAT5B,1.89686180752741e-05,-1.008728477,0.068,0.12,0.094862058994446,STAT5B,CD8_Exhausted,stable
ARL8B,2.07106877594619e-05,0.473587104511596,0.352,0.267,0.103574149485069,ARL8B,CD8_Exhausted,stable
HUWE1,2.10812082316166e-05,-0.624539744,0.173,0.241,0.105427122366315,HUWE1,CD8_Exhausted,stable
PFKP,2.12496697736493e-05,0.339893021375553,0.205,0.134,0.10626959853802,PFKP,CD8_Exhausted,stable
POSTN,2.37626276468713e-05,1.00179826973376,0.23,0.163,0.118836900862003,POSTN,CD8_Exhausted,stable
OGT,2.54626756911331e-05,-0.696748134,0.223,0.289,0.127338841131356,OGT,CD8_Exhausted,stable
PTK7,2.72443834032124e-05,-0.915713179,0.072,0.125,0.136249161399465,PTK7,CD8_Exhausted,stable
MRPL45,2.75999272392424e-05,-0.834535692,0.076,0.13,0.138027236123451,MRPL45,CD8_Exhausted,stable
CASP7,2.97362927165994e-05,0.655012745404456,0.153,0.094,0.148711199875714,CASP7,CD8_Exhausted,stable
