X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,change
CCL82,9.61821542208171e-49,1.68149996001862,0.168,0.073,4.81006953258306e-45,CCL8,Alveolar_Marcophage,up
ERRFI12,1.33446823706932e-48,1.35476003477681,0.144,0.056,6.67367565358369e-45,ERRFI1,Alveolar_Marcophage,up
STAT61,2.6215175493634e-48,-1.347564544,0.102,0.207,1.31102092643664e-44,STAT6,Alveolar_Marcophage,down
LTA4H1,2.88479102529984e-48,-1.202578708,0.083,0.184,1.44268399175245e-44,LTA4H,Alveolar_Marcophage,down
PTGES33,5.89695991705241e-48,0.848440829500194,0.32,0.194,2.94906965451791e-44,PTGES3,Alveolar_Marcophage,up
HBEGF2,9.16946402758566e-48,-1.774690862,0.042,0.124,4.58564896019559e-44,HBEGF,Alveolar_Marcophage,down
MARCO1,5.16397817477501e-47,-0.925225211,0.098,0.204,2.58250548520498e-43,MARCO,Alveolar_Marcophage,down
PDGFC2,7.79820154432006e-47,1.68119990617041,0.112,0.036,3.89988059231446e-43,PDGFC,Alveolar_Marcophage,up
PLTP2,4.7275129691103e-46,1.18054609234044,0.118,0.04,2.36422923585206e-42,PLTP,Alveolar_Marcophage,up
SLC11A21,8.39832974356406e-46,1.04802855296519,0.229,0.121,4.20000470475638e-42,SLC11A2,Alveolar_Marcophage,up
SLAMF73,1.09016911067917e-44,-0.847512707,0.204,0.323,5.45193572250652e-41,SLAMF7,Alveolar_Marcophage,down
PFKFB33,6.13742447328351e-43,-1.457506524,0.118,0.216,3.06932597908908e-39,PFKFB3,Alveolar_Marcophage,down
EIF5A3,8.62680940288228e-43,0.985998870540648,0.233,0.127,4.31426738238143e-39,EIF5A,Alveolar_Marcophage,up
SCIMP1,1.28498747689428e-42,-1.142405854,0.11,0.21,6.4262223719483e-39,SCIMP,Alveolar_Marcophage,down
FBP11,1.54993278960134e-42,-1.197628755,0.064,0.15,7.75121388079629e-39,FBP1,Alveolar_Marcophage,down
CEBPA,1.80802583487839e-42,-1.913919675,0.039,0.112,9.04193720022681e-39,CEBPA,Alveolar_Marcophage,down
MXRA72,3.64160342850186e-42,1.40901417090859,0.118,0.043,1.82116587459378e-38,MXRA7,Alveolar_Marcophage,up
TUBB4,1.05067937493968e-41,0.656107571128843,0.451,0.326,5.25444755407335e-38,TUBB,Alveolar_Marcophage,up
FSTL12,1.27023054146667e-41,1.70546911066556,0.103,0.034,6.35242293787481e-38,FSTL1,Alveolar_Marcophage,up
FMN12,3.03909501486882e-41,0.977998888698523,0.255,0.15,1.51985141693589e-37,FMN1,Alveolar_Marcophage,up
CBX33,1.19667881616587e-40,1.0627477928614,0.202,0.105,5.98459075964554e-37,CBX3,Alveolar_Marcophage,up
STAT12,2.10942812417739e-39,-0.557442133,0.404,0.507,1.05492500490111e-35,STAT1,Alveolar_Marcophage,down
SLC43A21,3.31432695040365e-39,-1.506130607,0.053,0.129,1.65749490789687e-35,SLC43A2,Alveolar_Marcophage,down
SOCS33,9.09596486141039e-39,-1.119103741,0.119,0.214,4.54889202719134e-35,SOCS3,Alveolar_Marcophage,down
IFIT33,1.55244759353318e-38,-0.848856727,0.072,0.157,7.76379041525943e-35,IFIT3,Alveolar_Marcophage,down
CANX3,7.143841095674e-38,0.627155313495547,0.371,0.252,3.57263493194657e-34,CANX,Alveolar_Marcophage,up
SRSF11,8.13183890547609e-38,0.846623961121702,0.276,0.169,4.06673263662859e-34,SRSF1,Alveolar_Marcophage,up
CSNK1A13,9.99057831347125e-37,1.14840591385207,0.173,0.088,4.99628821456697e-33,CSNK1A1,Alveolar_Marcophage,up
GLUD13,1.55283403156642e-36,0.956137762894108,0.173,0.086,7.76572299186369e-33,GLUD1,Alveolar_Marcophage,up
HNRNPD2,3.02239533669674e-36,0.787874007935957,0.293,0.186,1.51149990788204e-32,HNRNPD,Alveolar_Marcophage,up
DAB21,9.10322903842821e-36,1.05146726974503,0.152,0.072,4.55252484211795e-32,DAB2,Alveolar_Marcophage,up
ZFAND52,1.20573575876443e-35,0.874676828171459,0.274,0.172,6.02988452958092e-32,ZFAND5,Alveolar_Marcophage,up
MX13,1.62217358990811e-35,-1.159403282,0.084,0.166,8.11249012313048e-32,MX1,Alveolar_Marcophage,down
SDC23,2.50830555475081e-35,1.21209043447932,0.144,0.067,1.25440360793088e-31,SDC2,Alveolar_Marcophage,up
SAMHD12,2.60238988599289e-35,-0.923083074,0.16,0.257,1.30145518198505e-31,SAMHD1,Alveolar_Marcophage,down
SLC5A32,2.96008932951438e-35,-1.605759784,0.047,0.116,1.48034067369014e-31,SLC5A3,Alveolar_Marcophage,down
UBE2D32,5.79977144812703e-35,0.761616783867842,0.319,0.213,2.90046570120833e-31,UBE2D3,Alveolar_Marcophage,up
RAP2A2,7.87836594746755e-35,0.920431932778722,0.178,0.093,3.93997081032852e-31,RAP2A,Alveolar_Marcophage,up
CTSH2,1.03242318018011e-34,-1.029115844,0.128,0.219,5.16314832408073e-31,CTSH,Alveolar_Marcophage,down
GMFB3,3.25364031042808e-34,1.05340684963455,0.174,0.091,1.62714551924508e-30,GMFB,Alveolar_Marcophage,up
TGFBR12,4.1106162249573e-34,1.10055077093027,0.154,0.075,2.05571917410114e-30,TGFBR1,Alveolar_Marcophage,up
IL1R12,3.04961672510026e-33,1.45431202462158,0.109,0.045,1.52511332422264e-29,IL1R1,Alveolar_Marcophage,up
TYMP2,3.36416519555668e-33,-1.041573694,0.147,0.237,1.68241901429789e-29,TYMP,Alveolar_Marcophage,down
PMP222,3.73437539819606e-33,0.636568686190107,0.185,0.099,1.86756113663785e-29,PMP22,Alveolar_Marcophage,up
SPATS2L3,7.53588982038303e-33,1.00699435117614,0.136,0.063,3.76869849917355e-29,SPATS2L,Alveolar_Marcophage,up
TMEM1232,9.8302170403793e-33,0.925333867989362,0.171,0.09,4.91609154189369e-29,TMEM123,Alveolar_Marcophage,up
NPTN3,2.06200135552568e-32,0.806696826845758,0.245,0.15,1.03120687789839e-28,NPTN,Alveolar_Marcophage,up
MMP143,4.75241960801282e-32,0.399933424718466,0.598,0.491,2.37668504596721e-28,MMP14,Alveolar_Marcophage,up
FGR1,4.76988880480826e-32,-1.518390716,0.042,0.104,2.38542139128461e-28,FGR,Alveolar_Marcophage,down
EID13,4.81041680841629e-32,1.46594612236128,0.11,0.047,2.40568944588899e-28,EID1,Alveolar_Marcophage,up
PKM3,7.09049823215062e-32,0.546916733268979,0.49,0.381,3.54595816589852e-28,PKM,Alveolar_Marcophage,up
FCGR1A1,1.48029262125326e-31,1.10282017169891,0.139,0.067,7.40294339888757e-28,FCGR1A,Alveolar_Marcophage,up
TWSG11,2.92584800159715e-31,1.14724497522947,0.104,0.043,1.46321658559873e-27,TWSG1,Alveolar_Marcophage,up
THBS13,4.68934077474226e-31,0.878860586661257,0.137,0.065,2.3451393214486e-27,THBS1,Alveolar_Marcophage,up
SKP13,8.74680421664862e-31,1.1675429428981,0.135,0.066,4.37427678874597e-27,SKP1,Alveolar_Marcophage,up
CSRP13,1.29731150532932e-30,1.4128275156508,0.106,0.045,6.48785483815194e-27,CSRP1,Alveolar_Marcophage,up
CDKN1A3,1.76794658638859e-30,-0.664040235,0.198,0.294,8.84150087852936e-27,CDKN1A,Alveolar_Marcophage,down
KIF5B2,8.70625747975388e-30,0.984421056903463,0.177,0.099,4.35399936562491e-26,KIF5B,Alveolar_Marcophage,up
TLR81,1.04955807043158e-29,-1.079106049,0.102,0.18,5.24883991022834e-26,TLR8,Alveolar_Marcophage,down
CCDC503,1.26462911133323e-29,1.09250597016845,0.135,0.066,6.32441018577748e-26,CCDC50,Alveolar_Marcophage,up
NAIP2,2.0615315100574e-29,-0.875510311,0.27,0.356,1.03097190817971e-25,NAIP,Alveolar_Marcophage,down
IVNS1ABP2,2.0852565458162e-29,1.42759617560777,0.142,0.072,1.04283679856268e-25,IVNS1ABP,Alveolar_Marcophage,up
PGD2,7.58670764859391e-29,-0.982527462,0.126,0.207,3.79411249506181e-25,PGD,Alveolar_Marcophage,down
C3AR11,1.02505919086695e-28,0.716584363244659,0.227,0.139,5.12632101352564e-25,C3AR1,Alveolar_Marcophage,up
THY11,1.02807630029119e-28,0.840438232135229,0.146,0.075,5.14140957775626e-25,THY1,Alveolar_Marcophage,up
FNDC3B1,1.04136638657737e-28,0.857119913453635,0.205,0.122,5.20787329927342e-25,FNDC3B,Alveolar_Marcophage,up
CD381,1.46055188562079e-28,-1.050535868,0.079,0.15,7.30421997998955e-25,CD38,Alveolar_Marcophage,down
PTPRJ3,2.11726689737516e-28,1.03494855803073,0.135,0.067,1.05884517537732e-24,PTPRJ,Alveolar_Marcophage,up
PTEN2,1.83836553050084e-27,0.97896998095065,0.181,0.105,9.19366601803472e-24,PTEN,Alveolar_Marcophage,up
PRR133,1.84772527233722e-27,0.725203668324267,0.241,0.154,9.24047408695844e-24,PRR13,Alveolar_Marcophage,up
VEGFB3,2.57179472028085e-27,0.714821594601489,0.211,0.128,1.28615453961246e-23,VEGFB,Alveolar_Marcophage,up
ALG112,2.77545714316534e-27,-1.293998887,0.071,0.137,1.38800611729698e-23,ALG11,Alveolar_Marcophage,down
MYH93,3.29955243096708e-27,0.581908060092021,0.353,0.252,1.65010617072664e-23,MYH9,Alveolar_Marcophage,up
CD593,1.22604732674033e-26,0.804083960578827,0.171,0.098,6.13146268102838e-23,CD59,Alveolar_Marcophage,up
NORAD1,1.90545450913612e-26,0.74632259413191,0.176,0.101,9.52917800018974e-23,NORAD,Alveolar_Marcophage,up
ENG2,2.13374989844441e-26,0.773275470427398,0.195,0.116,1.06708832421205e-22,ENG,Alveolar_Marcophage,up
CDV32,2.26747022717083e-26,0.582687708138217,0.246,0.157,1.13396186060813e-22,CDV3,Alveolar_Marcophage,up
DMXL22,2.96434073090834e-26,-0.92751102,0.159,0.238,1.48246679952726e-22,DMXL2,Alveolar_Marcophage,down
ALCAM3,4.59780068610498e-26,0.871037724114961,0.163,0.091,2.2993601231211e-22,ALCAM,Alveolar_Marcophage,up
CREG13,5.72474177732606e-26,0.385892068653164,0.468,0.366,2.86294336284076e-22,CREG1,Alveolar_Marcophage,up
PEA152,6.22584509855929e-26,0.577846183335148,0.298,0.206,3.1135451337895e-22,PEA15,Alveolar_Marcophage,up
EIF4EBP21,1.18466224438142e-25,0.952097540315542,0.162,0.092,5.92449588415149e-22,EIF4EBP2,Alveolar_Marcophage,up
LASP13,1.86402421854504e-25,-0.953483652,0.121,0.196,9.32198511694377e-22,LASP1,Alveolar_Marcophage,down
METRNL3,2.35654311817e-25,0.944622492365903,0.12,0.059,1.17850721339681e-21,METRNL,Alveolar_Marcophage,up
ZYX3,5.85778677539674e-25,0.70477928557911,0.22,0.139,2.92947916637591e-21,ZYX,Alveolar_Marcophage,up
CRK3,6.31087891230296e-25,0.94286022377998,0.135,0.071,3.15607054404271e-21,CRK,Alveolar_Marcophage,up
ITGB52,6.5389777921804e-25,0.927873832805367,0.137,0.073,3.27014279386942e-21,ITGB5,Alveolar_Marcophage,up
SFPQ2,9.19767467629642e-25,0.679627581216153,0.167,0.096,4.59975710561584e-21,SFPQ,Alveolar_Marcophage,up
GBP53,1.32095485044112e-24,-0.430472519,0.19,0.276,6.60609520705604e-21,GBP5,Alveolar_Marcophage,down
CDC273,1.36479899576508e-24,-1.142202797,0.078,0.142,6.82535977782115e-21,CDC27,Alveolar_Marcophage,down
SNX102,2.04495979234082e-24,-0.81929383,0.283,0.352,1.02268439214964e-20,SNX10,Alveolar_Marcophage,down
MAPRE23,2.28529145719645e-24,1.06760850611347,0.1,0.046,1.14287425774394e-20,MAPRE2,Alveolar_Marcophage,up
TGFBR22,2.45145874800932e-24,0.570464699003101,0.211,0.131,1.22597451987946e-20,TGFBR2,Alveolar_Marcophage,up
GNAI22,3.45572015541321e-24,0.412424133551475,0.361,0.263,1.72820564972215e-20,GNAI2,Alveolar_Marcophage,up
LAMP12,5.57257256149233e-24,0.401174848074256,0.454,0.358,2.78684353800232e-20,LAMP1,Alveolar_Marcophage,up
CFLAR2,8.65161837061974e-24,-0.747775594,0.126,0.2,4.32667434714693e-20,CFLAR,Alveolar_Marcophage,down
COL5A2,1.31921736803576e-23,0.773101665053403,0.107,0.051,6.59740605754683e-20,COL5A2,Alveolar_Marcophage,up
THEMIS23,1.37428287596286e-23,-0.731147717,0.206,0.286,6.87278866269028e-20,THEMIS2,Alveolar_Marcophage,down
UBAP2L3,2.19322113503713e-23,0.713905878034296,0.149,0.083,1.09682988963207e-19,UBAP2L,Alveolar_Marcophage,up
SDC4,2.61585893862828e-23,-1.113138564,0.064,0.123,1.308191055208e-19,SDC4,Alveolar_Marcophage,down
PRKCD1,3.19163759413017e-23,-1.061546833,0.077,0.138,1.5961379608245e-19,PRKCD,Alveolar_Marcophage,down
IL13RA13,3.86997151499379e-23,0.547841692701314,0.298,0.21,1.93537275464839e-19,IL13RA1,Alveolar_Marcophage,up
APMAP3,4.23586274829922e-23,0.634228534506735,0.209,0.134,2.11835496042444e-19,APMAP,Alveolar_Marcophage,up
TMEM1733,5.8696467260596e-23,0.748195532322986,0.118,0.06,2.93541032770241e-19,TMEM173,Alveolar_Marcophage,up
TAP13,8.52770065949776e-23,-0.638529148,0.212,0.292,4.26470309981483e-19,TAP1,Alveolar_Marcophage,down
CD682,8.92861258700024e-23,0.395301994971215,0.528,0.432,4.46519915475882e-19,CD68,Alveolar_Marcophage,up
ABCA12,9.68106772359171e-23,0.543421957367474,0.32,0.232,4.84150196856821e-19,ABCA1,Alveolar_Marcophage,up
PDPN1,1.0161746721042e-22,0.867642340391164,0.136,0.075,5.08188953519309e-19,PDPN,Alveolar_Marcophage,up
ANXA53,1.08352157670759e-22,0.4383959520434,0.399,0.306,5.41869140511463e-19,ANXA5,Alveolar_Marcophage,up
ETV63,1.12870551966719e-22,1.30739155830915,0.106,0.053,5.6446563038556e-19,ETV6,Alveolar_Marcophage,up
SIGLEC11,2.46581691652782e-22,-0.840610188,0.191,0.266,1.23315503995556e-18,SIGLEC1,Alveolar_Marcophage,down
CLEC4A,3.33489258852367e-22,0.909842319603348,0.235,0.16,1.66777978352069e-18,CLEC4A,Alveolar_Marcophage,up
RAB5A3,4.39248866704413e-22,1.10164417719084,0.103,0.051,2.19668358238877e-18,RAB5A,Alveolar_Marcophage,up
CD1632,6.99851347494282e-22,0.272171280574861,0.326,0.231,3.4999565888189e-18,CD163,Alveolar_Marcophage,up
LILRB51,1.33048800790662e-21,0.677793818858152,0.139,0.078,6.65377052754102e-18,LILRB5,Alveolar_Marcophage,up
ABCC12,1.4358880539442e-21,-1.135321642,0.071,0.129,7.18087615777494e-18,ABCC1,Alveolar_Marcophage,down
AP2M12,1.90521332803785e-21,0.477109088355299,0.323,0.236,9.52797185351731e-18,AP2M1,Alveolar_Marcophage,up
HIPK33,2.5305483046544e-21,0.715060169215766,0.179,0.112,1.26552720715767e-17,HIPK3,Alveolar_Marcophage,up
POLR2M3,2.59301721364138e-21,1.04588311382338,0.113,0.06,1.29676790854205e-17,POLR2M,Alveolar_Marcophage,up
PTK2B3,4.8095206679544e-21,-1.046430918,0.081,0.139,2.405241286044e-17,PTK2B,Alveolar_Marcophage,down
PSMD23,5.51125470885063e-21,-1.317412598,0.051,0.102,2.7561784798962e-17,PSMD2,Alveolar_Marcophage,down
LYN2,6.22553994419244e-21,0.764917490995034,0.155,0.092,3.11339252609064e-17,LYN,Alveolar_Marcophage,up
MERTK1,1.43256039329553e-20,0.353818298969143,0.119,0.062,7.16423452687094e-17,MERTK,Alveolar_Marcophage,up
CSF1R1,1.4781345044306e-20,0.520159672151485,0.261,0.183,7.39215065665745e-17,CSF1R,Alveolar_Marcophage,up
AP2A23,3.42979393124629e-20,0.485410348781063,0.156,0.093,1.71523994501627e-16,AP2A2,Alveolar_Marcophage,up
GLA1,6.30205990922866e-20,-0.951469687,0.109,0.17,3.15166016060525e-16,GLA,Alveolar_Marcophage,down
MPZL12,6.46119820251639e-20,0.976632575270361,0.118,0.065,3.23124522107845e-16,MPZL1,Alveolar_Marcophage,up
PLAU2,7.78665210840812e-20,0.43357443055637,0.364,0.278,3.8941047194149e-16,PLAU,Alveolar_Marcophage,up
FPR1,9.77249763426221e-20,0.981282101488284,0.146,0.087,4.88722606689453e-16,FPR1,Alveolar_Marcophage,up
TLR41,1.17143089694761e-19,0.620295456057825,0.232,0.16,5.85832591563497e-16,TLR4,Alveolar_Marcophage,up
UBE2D23,1.42337219804047e-19,0.98413574322435,0.107,0.057,7.11828436240037e-16,UBE2D2,Alveolar_Marcophage,up
PGK13,2.2724401694334e-19,-0.944469019,0.123,0.185,1.13644732873364e-15,PGK1,Alveolar_Marcophage,down
RAP1A1,2.40340837422071e-19,0.476266169170717,0.339,0.256,1.20194452794777e-15,RAP1A,Alveolar_Marcophage,up
ALKBH52,2.72883037035868e-19,0.906087145154144,0.12,0.067,1.36468806821637e-15,ALKBH5,Alveolar_Marcophage,up
CXCL91,3.78062718427838e-19,-0.300883685,0.406,0.493,1.89069165485762e-15,CXCL9,Alveolar_Marcophage,down
FUCA12,4.75031497577925e-19,-1.206612717,0.108,0.167,2.3756325193872e-15,FUCA1,Alveolar_Marcophage,down
KHDRBS13,1.05713925052585e-18,0.757829162079447,0.134,0.079,5.28675339187976e-15,KHDRBS1,Alveolar_Marcophage,up
ADAM83,1.23908503133419e-18,0.450685991483705,0.275,0.198,6.1966642417023e-15,ADAM8,Alveolar_Marcophage,up
ALDOA3,1.4140991071172e-18,1.09948372883152,0.142,0.087,7.07190963469313e-15,ALDOA,Alveolar_Marcophage,up
PAK22,1.53253589503655e-18,0.671840376711625,0.174,0.111,7.66421201107778e-15,PAK2,Alveolar_Marcophage,up
CUL12,1.5468183758311e-18,-1.014253126,0.072,0.125,7.73563869753132e-15,CUL1,Alveolar_Marcophage,down
ACP51,1.57442591195587e-18,-0.947762488,0.067,0.119,7.87370398569133e-15,ACP5,Alveolar_Marcophage,down
CD2742,2.4530260348126e-18,-0.64630789,0.069,0.122,1.22675832000978e-14,CD274,Alveolar_Marcophage,down
SMAD23,2.92732869892685e-18,0.984769118393275,0.116,0.066,1.46395708233332e-14,SMAD2,Alveolar_Marcophage,up
NFKB22,2.95009715309661e-18,-0.861155243,0.059,0.108,1.47534358626361e-14,NFKB2,Alveolar_Marcophage,down
EIF4G13,3.00883952993135e-18,0.577826897031911,0.194,0.128,1.50472064891867e-14,EIF4G1,Alveolar_Marcophage,up
PLEC3,3.63586751563249e-18,0.478242176307862,0.244,0.171,1.81829734456781e-14,PLEC,Alveolar_Marcophage,up
STAT22,4.38879857200033e-18,-0.870018072,0.058,0.107,2.19483816585736e-14,STAT2,Alveolar_Marcophage,down
YY13,6.25091457889501e-18,0.976958158580833,0.108,0.06,3.1260823809054e-14,YY1,Alveolar_Marcophage,up
CXCL163,7.9549559498475e-18,-0.502975047,0.37,0.43,3.97827347051874e-14,CXCL16,Alveolar_Marcophage,down
CLEC5A,8.07624952822439e-18,0.649098612478945,0.155,0.097,4.03893238906502e-14,CLEC5A,Alveolar_Marcophage,up
NXF11,8.66787230243666e-18,-1.090834671,0.057,0.104,4.33480293844857e-14,NXF1,Alveolar_Marcophage,down
STX72,1.01795571948547e-17,0.646819977211797,0.195,0.132,5.09079655314685e-14,STX7,Alveolar_Marcophage,up
GAS63,1.15842512269966e-17,0.450808352277126,0.139,0.083,5.79328403862098e-14,GAS6,Alveolar_Marcophage,up
APOL12,1.2316571081897e-17,0.752262039454966,0.198,0.136,6.1595171980567e-14,APOL1,Alveolar_Marcophage,up
PRKAR1A2,1.45310890502346e-17,-0.752493876,0.189,0.254,7.2669976340223e-14,PRKAR1A,Alveolar_Marcophage,down
SERPINH13,1.45854002835022e-17,0.778391883202436,0.141,0.086,7.29415868177943e-14,SERPINH1,Alveolar_Marcophage,up
CYBB2,1.53558761805789e-17,-0.394429196,0.436,0.501,7.67947367790752e-14,CYBB,Alveolar_Marcophage,down
SELPLG,2.23232115410489e-17,0.636069817589941,0.122,0.071,1.11638380916785e-13,SELPLG,Alveolar_Marcophage,up
SNAP233,2.51665306351779e-17,0.715963890019357,0.159,0.102,1.25857819706525e-13,SNAP23,Alveolar_Marcophage,up
KPNB13,2.79730871426858e-17,-0.787281687,0.118,0.176,1.39893408800572e-13,KPNB1,Alveolar_Marcophage,down
AKT11,3.81884964811707e-17,0.59232349937145,0.204,0.141,1.90980670902335e-13,AKT1,Alveolar_Marcophage,up
DPYD1,4.13681860721332e-17,-0.688720905,0.119,0.179,2.06882298546738e-13,DPYD,Alveolar_Marcophage,down
APOBEC3C2,5.8357852030298e-17,0.950541052980745,0.104,0.058,2.9184761800352e-13,APOBEC3C,Alveolar_Marcophage,up
PTAFR3,5.92335594016162e-17,-0.629802034,0.226,0.292,2.96227030567483e-13,PTAFR,Alveolar_Marcophage,down
UBD3,6.28495201366567e-17,-0.790465949,0.09,0.144,3.1431045020342e-13,UBD,Alveolar_Marcophage,down
GCH13,1.18184711094743e-16,-0.572903501,0.145,0.208,5.91041740184811e-13,GCH1,Alveolar_Marcophage,down
SDHA3,2.27293758897868e-16,-0.817489466,0.134,0.191,1.13669608824824e-12,SDHA,Alveolar_Marcophage,down
IFI163,2.49390793095003e-16,0.719252018838785,0.167,0.11,1.24720335626811e-12,IFI16,Alveolar_Marcophage,up
SELENOT1,2.83853596478134e-16,0.752166609657077,0.137,0.085,1.41955183598715e-12,SELENOT,Alveolar_Marcophage,up
IQGAP12,3.92085948476872e-16,0.52979603903203,0.211,0.148,1.96082182833284e-12,IQGAP1,Alveolar_Marcophage,up
GBP12,4.57448700029309e-16,-0.396144479,0.287,0.357,2.28770094884658e-12,GBP1,Alveolar_Marcophage,down
MYOF2,4.93513393957425e-16,-0.734334343,0.091,0.144,2.46806048318108e-12,MYOF,Alveolar_Marcophage,down
SUMO13,5.18271239111051e-16,0.802222250606418,0.12,0.071,2.59187446679437e-12,SUMO1,Alveolar_Marcophage,up
RBPJ2,6.03781645103089e-16,0.66809049811082,0.161,0.105,3.01951200716055e-12,RBPJ,Alveolar_Marcophage,up
CD86,1.01948016971688e-15,0.555590553343332,0.149,0.095,5.09842032875413e-12,CD86,Alveolar_Marcophage,up
HSPA83,1.53705810623866e-15,-0.432204078,0.431,0.482,7.68682758929954e-12,HSPA8,Alveolar_Marcophage,down
ARL8B3,1.89626224862196e-15,0.385992812291925,0.332,0.257,9.48320750535842e-12,ARL8B,Alveolar_Marcophage,up
SEPTIN91,4.13090244042904e-15,-0.69349702,0.186,0.244,2.06586431045856e-11,SEPTIN9,Alveolar_Marcophage,down
MAP1LC3B3,4.25804530037798e-15,0.596423087740942,0.17,0.114,2.12944845471903e-11,MAP1LC3B,Alveolar_Marcophage,up
OGT3,4.90061944250012e-15,-1.014028942,0.059,0.101,2.45079978319431e-11,OGT,Alveolar_Marcophage,down
HSPA61,7.32251311338219e-15,0.381789462572534,0.238,0.172,3.66198880800243e-11,HSPA6,Alveolar_Marcophage,up
TFE32,8.59116711651261e-15,0.707954592153165,0.136,0.087,4.29644267496795e-11,TFE3,Alveolar_Marcophage,up
TRPM21,8.93793958234555e-15,-1.036897153,0.063,0.106,4.46986358513101e-11,TRPM2,Alveolar_Marcophage,down
TMEM9B3,9.95094127821131e-15,0.630148951256564,0.133,0.083,4.97646573323348e-11,TMEM9B,Alveolar_Marcophage,up
RANBP21,1.70367774146847e-14,0.418048633602548,0.21,0.149,8.52009238508384e-11,RANBP2,Alveolar_Marcophage,up
COMT1,1.93151876276641e-14,0.581530445498696,0.159,0.106,9.65952533259482e-11,COMT,Alveolar_Marcophage,up
RANBP92,2.01291515619782e-14,0.772129885710974,0.123,0.076,1.00665886961453e-10,RANBP9,Alveolar_Marcophage,up
MAPK13,3.25247087926074e-14,0.740145529810373,0.103,0.061,1.6265606867183e-10,MAPK1,Alveolar_Marcophage,up
LGALS92,3.44411037186751e-14,-0.94584785,0.077,0.122,1.72239959697094e-10,LGALS9,Alveolar_Marcophage,down
TMBIM43,3.70475256342767e-14,0.514063307625059,0.159,0.106,1.85274675697018e-10,TMBIM4,Alveolar_Marcophage,up
GLIPR22,6.37054408954365e-14,-0.660756079,0.073,0.118,3.18590909918078e-10,GLIPR2,Alveolar_Marcophage,down
ZMIZ23,8.18431818607819e-14,-0.881384722,0.087,0.133,4.0929775248577e-10,ZMIZ2,Alveolar_Marcophage,down
MAPKAPK23,8.97423653798079e-14,0.546570804509909,0.169,0.115,4.48801569264419e-10,MAPKAPK2,Alveolar_Marcophage,up
CEP170,9.62076862174939e-14,0.717791745514333,0.123,0.078,4.81134638773687e-10,CEP170,Alveolar_Marcophage,up
LENG83,1.58304503422962e-13,-0.647992916,0.172,0.227,7.91680821618234e-10,LENG8,Alveolar_Marcophage,down
CMKLR11,1.65674084851602e-13,-0.780888428,0.126,0.177,8.28536098342864e-10,CMKLR1,Alveolar_Marcophage,down
MRFAP1L11,1.76715703868085e-13,0.704761161921066,0.13,0.084,8.83755235044293e-10,MRFAP1L1,Alveolar_Marcophage,up
TAP23,1.78560697641901e-13,-0.654187697,0.132,0.185,8.92982048907145e-10,TAP2,Alveolar_Marcophage,down
CSF2RB1,2.07280129202905e-13,-0.520557503,0.115,0.167,1.03660792614373e-09,CSF2RB,Alveolar_Marcophage,down
RNF1873,3.43371558106801e-13,0.540259388386588,0.131,0.085,1.71720116209211e-09,RNF187,Alveolar_Marcophage,up
NPC11,4.13628728373393e-13,0.589885897040668,0.129,0.084,2.06855727059534e-09,NPC1,Alveolar_Marcophage,up
IL17RA2,4.29491807410666e-13,-0.809160204,0.084,0.129,2.14788852886074e-09,IL17RA,Alveolar_Marcophage,down
CSF2RA,4.64232570786527e-13,0.506566368930393,0.155,0.105,2.32162708650342e-09,CSF2RA,Alveolar_Marcophage,up
RHOC1,5.0842771907056e-13,0.699454180438899,0.124,0.08,2.54264702307187e-09,RHOC,Alveolar_Marcophage,up
DNAJC101,6.40068248263258e-13,0.417994800323226,0.178,0.125,3.20098130956455e-09,DNAJC10,Alveolar_Marcophage,up
SMN12,1.18081443222474e-12,-0.867375785,0.062,0.101,5.9052529755559e-09,SMN1,Alveolar_Marcophage,down
MDM23,1.23553291164289e-12,0.777401837798122,0.122,0.079,6.1789000911261e-09,MDM2,Alveolar_Marcophage,up
HEXB3,1.29512628743871e-12,0.272761958711716,0.379,0.306,6.47692656348098e-09,HEXB,Alveolar_Marcophage,up
MAX2,1.33558186115955e-12,0.550277813491642,0.201,0.147,6.67924488765891e-09,MAX,Alveolar_Marcophage,up
ITGB21,1.70998784362392e-12,-0.365467452,0.466,0.508,8.55164920596323e-09,ITGB2,Alveolar_Marcophage,down
PECAM12,1.71378363020638e-12,-0.734179718,0.154,0.204,8.5706319346621e-09,PECAM1,Alveolar_Marcophage,down
GRB2,1.82982180764363e-12,-0.48760657,0.263,0.319,9.15093886002581e-09,GRB2,Alveolar_Marcophage,down
HIF1A2,2.80210844013756e-12,0.379936587564603,0.316,0.249,1.40133443091279e-08,HIF1A,Alveolar_Marcophage,up
HPS51,3.14486953704309e-12,-0.844544409,0.068,0.108,1.57274925547525e-08,HPS5,Alveolar_Marcophage,down
CTSK,3.24442764879957e-12,0.635356065895739,0.122,0.079,1.62253826716466e-08,CTSK,Alveolar_Marcophage,up
ADAM101,3.39799882418103e-12,0.489517472379933,0.167,0.117,1.69933921197293e-08,ADAM10,Alveolar_Marcophage,up
DDX39B3,5.32735893631924e-12,-0.586324373,0.181,0.233,2.66421220405325e-08,DDX39B,Alveolar_Marcophage,down
PLXNC11,5.44673085640517e-12,0.492148656449626,0.15,0.103,2.72391010128822e-08,PLXNC1,Alveolar_Marcophage,up
